,date,open,high,low,close,volume
32,2007-09-30,4176.86,4315.35,3939.35,4307.42,50612197700.0
33,2007-10-31,4407.5,4772.93,4313.8,4627.78,46592008800.0
34,2007-11-30,4648.69,4668.73,3757.96,3880.34,33079445200.0
35,2007-12-31,3859.85,4280.73,3826.92,4226.76,28910081400.0
36,2008-01-31,4230.81,4524.29,3459.87,3497.92,50796652900.0
37,2008-02-29,3502.22,3817.61,3275.84,3470.6,24098880500.0
38,2008-03-31,3449.75,3566.16,2714.38,2823.98,31013657800.0
39,2008-04-30,2812.51,3135.72,2451.6,3125.53,41992997400.0
40,2008-05-31,3169.0,3184.11,2726.86,2800.79,31874470200.0
41,2008-06-30,2792.24,2834.5,2146.45,2175.61,26636154500.0
42,2008-07-31,2181.71,2319.02,1992.35,2164.08,35607702400.0
43,2008-08-31,2151.87,2232.11,1832.25,1975.45,21066175200.0
44,2008-09-30,1958.27,1959.84,1433.44,1811.34,32294014200.0
45,2008-10-31,1788.97,1788.97,1269.29,1327.7,33316441600.0
46,2008-11-30,1312.79,1583.8,1290.81,1411.16,46375432900.0
47,2008-12-31,1407.44,1612.33,1382.07,1384.91,52271723700.0
48,2009-01-31,1411.08,1568.64,1402.05,1538.27,38508283800.0
49,2009-02-28,1553.34,1829.48,1529.17,1592.01,87805156700.0
50,2009-03-31,1586.56,1840.14,1544.62,1830.28,83510818600.0
51,2009-04-30,1839.41,1967.27,1803.06,1895.7,87777325200.0
52,2009-05-31,1903.08,2086.54,1900.04,1991.28,69353225800.0
53,2009-06-30,2021.73,2404.19,2021.73,2380.9,96304300200.0
54,2009-07-31,2369.51,2829.8,2367.34,2816.89,120110931100.0
55,2009-08-31,2832.82,2849.41,2043.36,2046.59,80154921600.0
56,2009-09-30,2033.44,2405.6,2033.44,2198.41,63202832800.0
57,2009-10-31,2251.82,2499.16,2246.28,2376.03,41469254200.0
58,2009-11-30,2319.7,2627.92,2313.79,2467.48,73589241800.0
59,2009-12-31,2461.71,2606.71,2342.75,2553.8,72616860400.0
60,2010-01-31,2565.11,2584.53,2231.65,2243.99,60081225700.0
61,2010-02-28,2238.62,2291.78,2182.95,2274.32,24763386300.0
62,2010-03-31,2282.34,2372.79,2232.95,2350.82,40321243900.0
63,2010-04-30,2353.0,2403.82,2103.42,2149.45,46801367800.0
64,2010-05-31,2103.67,2130.76,1874.32,1926.11,41395623200.0
65,2010-06-30,1916.62,1938.74,1810.58,1819.11,28781259200.0
66,2010-07-31,1814.57,2002.11,1771.49,1986.76,41669336700.0
67,2010-08-31,1984.12,2022.54,1902.62,1923.91,50578884900.0
68,2010-09-30,1927.72,1983.51,1844.16,1913.11,42467075900.0
69,2010-10-31,1933.42,2321.69,1932.6,2189.48,92190556800.0
70,2010-11-30,2198.46,2308.04,1943.39,1979.89,83857495400.0
71,2010-12-31,1975.82,2084.19,1925.23,1977.37,53585169800.0
72,2011-01-31,1994.36,2035.88,1890.76,1964.11,49652476400.0
73,2011-02-28,1968.71,2070.94,1932.13,2021.85,41629281400.0
74,2011-03-31,2022.72,2139.24,1989.65,2083.75,65939322000.0
75,2011-04-30,2086.98,2214.84,2084.65,2113.87,55161882800.0
76,2011-05-31,2111.23,2117.83,1968.3,2010.56,31764553600.0
77,2011-06-30,2005.0,2009.96,1896.98,1989.43,35259890600.0
78,2011-07-31,1994.09,2040.09,1885.62,1908.21,41567290800.0
79,2011-08-31,1905.9,1919.88,1741.1,1841.54,39931875000.0
80,2011-09-30,1845.46,1859.82,1678.42,1684.5,27177217500.0
81,2011-10-31,1688.41,1827.02,1657.35,1792.05,29665367900.0
82,2011-11-30,1777.46,1843.95,1657.63,1662.75,31456392400.0
83,2011-12-31,1717.72,1745.93,1571.51,1617.61,26137255500.0
84,2012-01-31,1628.17,1779.0,1588.6,1744.71,28381774000.0
85,2012-02-29,1739.64,1851.36,1709.54,1822.77,41829272000.0
86,2012-03-31,1814.32,1850.25,1681.97,1705.63,43270957800.0
87,2012-04-30,1698.74,1832.84,1691.48,1822.54,30551655800.0
88,2012-05-31,1846.86,1877.42,1763.69,1804.59,39907386000.0
89,2012-06-30,1806.48,1820.17,1675.52,1708.86,26875541400.0
90,2012-07-31,1715.96,1723.07,1620.93,1631.88,28191783000.0
91,2012-08-31,1633.38,1675.52,1542.24,1551.2,27021317200.0
92,2012-09-30,1547.77,1634.69,1528.58,1613.09,32537903100.0
93,2012-10-31,1611.64,1648.08,1566.95,1587.05,22790139000.0
94,2012-11-30,1589.3,1634.79,1529.03,1547.76,26341330700.0
95,2012-12-31,1544.59,1858.32,1528.28,1857.68,56467447600.0
96,2013-01-31,1885.96,2000.65,1810.84,1993.25,64861904800.0
97,2013-02-28,1984.96,2088.45,1863.01,1956.61,55417788400.0
98,2013-03-31,1955.73,1963.6,1774.92,1793.19,62407753000.0
99,2013-04-30,1781.79,1836.61,1739.22,1766.04,35710542500.0
100,2013-05-31,1758.38,1882.75,1745.57,1841.37,45867543000.0
101,2013-06-30,1840.4,1854.38,1422.98,1552.38,37222108600.0
102,2013-07-31,1539.78,1653.59,1478.2,1504.17,52679106000.0
103,2013-08-31,1513.8,1711.43,1508.8,1589.78,51632940100.0
104,2013-09-30,1594.99,1798.96,1579.72,1643.06,66751387800.0
105,2013-10-31,1637.98,1673.04,1600.8,1631.05,44556895700.0
106,2013-11-30,1633.03,1680.82,1559.57,1661.41,46936174100.0
107,2013-12-31,1662.39,1709.58,1522.59,1574.78,46738967200.0
108,2014-01-31,1570.05,1570.05,1459.45,1477.34,36149821700.0
109,2014-02-28,1467.36,1556.42,1429.61,1464.32,43355027400.0
110,2014-03-31,1459.86,1486.85,1402.18,1465.78,51006412000.0
111,2014-04-30,1463.71,1587.62,1461.18,1494.81,49095893900.0
112,2014-05-31,1490.1,1513.12,1447.94,1482.1,31443012800.0
113,2014-06-30,1482.44,1521.96,1459.53,1482.4,30257878900.0
114,2014-07-31,1486.79,1622.65,1460.91,1621.85,58974778600.0
115,2014-08-31,1616.79,1646.32,1563.4,1581.28,59639106500.0
116,2014-09-30,1582.02,1660.01,1576.22,1619.7,70891245600.0
117,2014-10-31,1625.26,1665.46,1556.54,1657.29,68526309600.0
118,2014-11-30,1662.75,1915.81,1625.99,1914.44,149068454800.0
119,2014-12-31,1936.81,2590.09,1909.37,2581.57,383970552800.0
120,2015-01-31,2612.85,2692.61,2355.26,2405.38,240759570400.0
121,2015-02-28,2337.2,2498.7,2303.11,2474.59,113685256800.0
122,2015-03-31,2495.57,2860.24,2321.26,2754.66,257993308800.0
123,2015-04-30,2758.96,3370.02,2746.3,3250.49,368238255200.0
124,2015-05-31,3250.12,3404.76,2996.72,3111.33,259537918400.0
125,2015-06-30,3114.79,3494.82,2530.83,2870.02,348849953600.0
126,2015-07-31,2823.94,2997.6,2400.87,2461.24,420513906400.0
127,2015-08-31,2433.24,2626.36,1874.22,2210.45,186680678800.0
128,2015-09-30,2155.96,2277.58,2084.03,2146.12,117200272600.0
129,2015-10-31,2231.02,2381.71,2189.99,2312.97,82863638200.0
130,2015-11-30,2291.25,2592.19,2265.67,2336.29,131944298000.0
131,2015-12-31,2334.14,2550.9,2314.79,2420.8,102200641400.0
132,2016-01-31,2417.02,2417.02,1900.35,1973.0,70174227400.0
133,2016-02-29,1970.21,2064.61,1891.1,1944.61,45748214900.0
134,2016-03-31,1944.56,2214.64,1931.98,2156.54,94512585400.0
135,2016-04-30,2156.78,2197.74,2093.82,2135.51,52182292600.0
136,2016-05-31,2136.2,2167.73,2053.72,2155.66,37547014500.0
137,2016-06-30,2155.5,2158.72,2052.98,2122.63,36335471300.0
138,2016-07-31,2124.4,2222.25,2120.49,2155.24,52585139500.0
139,2016-08-31,2151.54,2310.28,2130.18,2232.71,57804900300.0
140,2016-09-30,2230.36,2246.37,2162.44,2177.35,32452697900.0
141,2016-10-31,2187.65,2285.08,2185.47,2250.47,41868103800.0
142,2016-11-30,2250.5,2455.43,2239.87,2419.41,100612057500.0
143,2016-12-31,2421.93,2448.67,2251.71,2286.9,92586100100.0
144,2017-01-31,2285.27,2371.93,2282.24,2364.02,44539244900.0
145,2017-02-28,2367.53,2410.34,2323.91,2370.71,49634344900.0
146,2017-03-31,2371.65,2383.51,2328.62,2359.75,61321553500.0
147,2017-04-30,2369.49,2395.12,2311.66,2347.04,52607438100.0
148,2017-05-31,2341.75,2502.85,2297.45,2479.08,50810809100.0
149,2017-06-30,2476.2,2560.86,2442.27,2549.97,55108197400.0
150,2017-07-31,2550.5,2667.79,2506.68,2638.12,68030027800.0
151,2017-08-31,2640.87,2766.79,2566.57,2714.63,72725578000.0
152,2017-09-30,2716.05,2738.59,2653.46,2672.33,59426849300.0
153,2017-10-31,2736.84,2822.59,2671.94,2793.71,48200558400.0
154,2017-11-30,2795.19,3038.28,2770.12,2863.45,99209049500.0
155,2017-12-31,2861.9,2922.33,2815.82,2860.44,59501610700.0
156,2018-01-31,2867.53,3202.47,2867.53,3116.83,145620581900.0
157,2018-02-28,3120.13,3181.59,2724.59,2878.67,88603379700.0
158,2018-03-31,2859.09,2932.22,2657.49,2722.15,77828982200.0
159,2018-04-30,2717.12,2803.88,2613.53,2653.54,53106614700.0
160,2018-05-31,2662.08,2761.72,2604.91,2658.29,51868236500.0
161,2018-06-30,2652.25,2717.06,2418.3,2479.91,48762944900.0
162,2018-07-31,2473.31,2579.59,2331.84,2545.12,55200848500.0
163,2018-08-31,2557.6,2570.31,2367.05,2474.48,52493856900.0
164,2018-09-30,2461.86,2618.82,2373.04,2606.67,43032420600.0
165,2018-10-31,2544.49,2566.63,2344.98,2451.12,53549809700.0
166,2018-11-30,2474.27,2544.19,2387.93,2428.04,54737244100.0
167,2018-12-31,2492.43,2500.57,2256.47,2293.1,43585786900.0
168,2019-01-31,2298.18,2487.1,2249.37,2483.47,48504925900.0
169,2019-02-28,2502.1,2804.16,2479.34,2743.97,65840576500.0
170,2019-03-31,2764.95,2907.82,2670.79,2838.5,112424058900.0
171,2019-04-30,2860.14,3048.82,2860.14,2945.24,106511996000.0
172,2019-05-31,2853.88,2867.6,2667.38,2728.95,60484422100.0
173,2019-06-30,2737.81,2958.23,2701.92,2930.6,57610833000.0
174,2019-07-31,2984.65,3011.91,2850.1,2912.66,57576005800.0
175,2019-08-31,2901.15,2923.93,2718.21,2872.4,59012162700.0
176,2019-09-30,2871.29,3008.67,2866.75,2897.7,59991634800.0
177,2019-10-31,2898.53,3043.45,2896.26,2954.73,45733791200.0
178,2019-11-30,2953.74,3065.93,2879.93,2894.72,53657184400.0
179,2019-12-31,2896.51,3065.38,2876.52,3063.22,60378504300.0
180,2020-01-31,3073.93,3108.18,2910.39,2932.49,54891619900.0
181,2020-02-29,2676.01,2991.06,2676.01,2821.04,89606872900.0
182,2020-03-31,2837.77,3023.12,2517.3,2689.38,93122259900.0
183,2020-04-30,2684.5,2882.7,2665.8,2861.91,54192538800.0
184,2020-05-31,2823.29,2897.99,2762.3,2806.66,40193642300.0
185,2020-06-30,2832.22,2951.12,2832.22,2942.07,56068322200.0
186,2020-07-31,2950.49,3466.63,2941.38,3249.34,149994668400.0
187,2020-08-31,3271.18,3408.58,3199.55,3343.89,92525816500.0
188,2020-09-30,3333.21,3374.01,3214.7,3232.42,59342487200.0
189,2020-10-31,3281.46,3430.56,3271.27,3280.38,49522909700.0
190,2020-11-30,3280.62,3570.22,3249.96,3469.42,81825881700.0
191,2020-12-31,3480.56,3646.75,3404.93,3640.64,69698118200.0
192,2021-01-31,3632.69,3931.94,3608.34,3713.25,83062302100.0
193,2021-02-28,3712.78,4110.18,3699.2,3756.86,59363390700.0
194,2021-03-31,3793.36,3818.07,3439.51,3539.37,71594154200.0
195,2021-04-30,3547.46,3624.8,3399.76,3491.19,47704610400.0
196,2021-05-31,3475.05,3709.0,3371.13,3650.22,50195550500.0
197,2021-06-30,3641.97,3665.92,3410.4,3498.65,63511213100.0
198,2021-07-31,3510.56,3535.33,3098.02,3132.82,74628694100.0
199,2021-08-31,3112.3,3298.41,3044.88,3097.06,81775752600.0
200,2021-09-30,3087.26,3271.1,3064.5,3196.99,92685682400.0
201,2021-10-31,3229.07,3336.73,3213.24,3267.25,49666158700.0
202,2021-11-30,3239.89,3267.76,3125.29,3165.35,58020147400.0
203,2021-12-31,3166.61,3428.74,3165.7,3274.32,64185598100.0
204,2022-01-31,3277.66,3289.16,3048.33,3054.02,61836325800.0
205,2022-02-28,3102.62,3172.09,3038.35,3080.78,53947733100.0
206,2022-03-31,3093.93,3129.26,2688.7,2898.83,81095227800.0
207,2022-04-30,2886.36,2954.51,2667.91,2805.34,66215694400.0
208,2022-05-31,2806.04,2824.54,2644.87,2813.22,55446333700.0
209,2022-06-30,2811.15,3085.22,2762.96,3058.4,99729474200.0
210,2022-07-31,3066.58,3078.4,2784.57,2792.33,75175418300.0
211,2022-08-31,2785.69,2811.24,2705.05,2761.78,63983545000.0
212,2022-09-30,2750.03,2781.4,2596.96,2610.12,57328865400.0
213,2022-10-31,2610.76,2611.05,2288.01,2295.92,48344204100.0
214,2022-11-30,2306.44,2623.85,2306.44,2606.54,81075377000.0
215,2022-12-31,2661.18,2712.88,2580.87,2635.25,61009312600.0
216,2023-01-31,2628.67,2895.36,2603.72,2807.95,45514674300.0
217,2023-02-28,2819.18,2828.53,2703.26,2737.16,53410250200.0
218,2023-03-31,2736.05,2784.12,2614.28,2661.92,78318768900.0
219,2023-04-30,2667.18,2753.81,2596.56,2677.76,67856341600.0
220,2023-05-31,2663.45,2751.44,2485.86,2493.35,76585245900.0
221,2023-06-30,2487.76,2604.64,2481.75,2492.1,61164766400.0
222,2023-07-31,2496.92,2700.74,2484.89,2653.37,63871160800.0
223,2023-08-31,2652.24,2680.74,2459.33,2510.46,76667798500.0
224,2023-09-30,2520.7,2583.66,2489.32,2507.09,52717478000.0
225,2023-10-31,2497.48,2524.2,2351.45,2411.48,50350125200.0
226,2023-11-30,2456.38,2460.76,2351.1,2366.0,54259871100.0
227,2023-12-31,2362.63,2362.63,2227.97,2326.17,57420065100.0
228,2024-01-31,2316.44,2327.36,2163.87,2254.3,83524860300.0
229,2024-02-29,2245.48,2447.8,2184.77,2413.14,69565255900.0
230,2024-03-31,2408.3,2458.92,2386.2,2414.92,76158196700.0
231,2024-04-30,2422.74,2492.93,2367.76,2464.24,78925251800.0
