,date,open,high,low,close,volume,outstanding_share,turnover
990,2009-02-06,1634.6,1691.49,1634.6,1689.0,3996903200.0,599908726.0,6.662518857910395
991,2009-02-09,1715.15,1735.62,1696.4,1716.5,4825044400.0,599908726.0,8.042964189189007
992,2009-02-10,1710.12,1726.44,1683.28,1723.55,4298210800.0,599908726.0,7.164774596060801
993,2009-02-11,1694.05,1764.02,1682.84,1728.94,5910142800.0,599908726.0,9.851736679022736
994,2009-02-12,1729.66,1733.43,1661.95,1699.35,4502671600.0,599908726.0,7.50559444271194
995,2009-02-13,1700.58,1758.61,1688.34,1755.57,5767206000.0,599908726.0,9.613472433471488
996,2009-02-16,1771.62,1817.55,1768.83,1817.06,6462112000.0,599908726.0,10.77182531263931
997,2009-02-17,1815.57,1829.48,1762.77,1763.94,5869238400.0,599908726.0,9.783552306588719
998,2009-02-18,1723.86,1743.6,1672.33,1675.86,4561860800.0,599908726.0,7.604258118425835
999,2009-02-19,1688.82,1703.1,1651.6,1675.77,3500245200.0,599908726.0,5.834629583300977
1000,2009-02-20,1673.98,1696.1,1651.4,1695.26,3218262800.0,599908726.0,5.364587412252443
1001,2009-02-23,1680.82,1740.78,1654.89,1733.42,4338998800.0,599908726.0,7.2327649389784
1002,2009-02-24,1703.48,1721.36,1635.14,1640.57,4864806000.0,599908726.0,8.10924360516803
1003,2009-02-25,1661.75,1681.48,1596.61,1662.26,4292633600.0,599908726.0,7.155477848475236
1004,2009-02-26,1651.76,1688.22,1593.22,1605.61,4372121200.0,599908726.0,7.287977338072592
1005,2009-02-27,1592.39,1621.11,1580.4,1592.01,3596353600.0,599908726.0,5.994834620891979
1006,2009-03-02,1586.56,1605.54,1553.69,1592.61,2429895600.0,599908726.0,4.050442166763882
1007,2009-03-03,1552.86,1583.25,1544.62,1563.97,2452115600.0,599908726.0,4.087481134588464
1008,2009-03-04,1568.72,1677.84,1568.72,1671.57,5075972800.0,599908726.0,8.461241818976308
1009,2009-03-05,1691.25,1718.57,1658.05,1694.65,6421105200.0,599908726.0,10.703470247572294
1010,2009-03-06,1659.57,1700.85,1656.6,1676.79,3667005600.0,599908726.0,6.112605869980294
1011,2009-03-09,1689.12,1716.36,1619.79,1620.13,3941337600.0,599908726.0,6.569895434393131
1012,2009-03-10,1601.65,1649.13,1594.47,1648.15,2417051200.0,599908726.0,4.029031576380171
1013,2009-03-11,1685.14,1687.62,1629.3,1634.08,2919694400.0,599908726.0,4.866897702034759
1014,2009-03-12,1623.61,1630.5,1590.24,1628.34,2134986800.0,599908726.0,3.5588527178716185
1015,2009-03-13,1640.53,1656.56,1622.51,1626.02,2193075000.0,599908726.0,3.655681114396726
1016,2009-03-16,1619.76,1663.0,1604.09,1656.18,2180117200.0,599908726.0,3.6340814952573304
1017,2009-03-17,1656.01,1710.53,1651.69,1705.51,3827055600.0,599908726.0,6.3793964550533975
1018,2009-03-18,1714.99,1727.51,1701.36,1702.3,3899548800.0,599908726.0,6.500236837695207
1019,2009-03-19,1706.31,1736.69,1697.37,1733.8,3731061600.0,599908726.0,6.219382113138324
1020,2009-03-20,1737.53,1744.62,1705.96,1726.21,4291377600.0,599908726.0,7.1533841966486085
1021,2009-03-23,1728.66,1773.92,1723.28,1767.05,4267098000.0,599908726.0,7.112912039889215
1022,2009-03-24,1802.16,1807.41,1768.64,1776.12,4601397600.0,599908726.0,7.670162810733978
1023,2009-03-25,1764.03,1793.92,1746.67,1747.42,3909556800.0,599908726.0,6.516919375498466
1024,2009-03-26,1755.87,1812.21,1744.15,1811.87,5162153200.0,599908726.0,8.604897672383581
1025,2009-03-27,1827.98,1840.14,1812.63,1825.63,6077437200.0,599908726.0,10.130603101112419
1026,2009-03-30,1829.11,1836.1,1807.93,1817.41,4025721600.0,599908726.0,6.7105568322738485
1027,2009-03-31,1783.72,1839.07,1772.27,1830.28,3886053600.0,599908726.0,6.477741415616615
1028,2009-04-01,1839.41,1865.48,1833.84,1852.02,5010150000.0,599908726.0,8.35152046113095
1029,2009-04-02,1859.88,1899.23,1859.56,1878.4,5933414400.0,599908726.0,9.890528580176046
1030,2009-04-03,1898.7,1920.77,1877.47,1892.73,5720504800.0,599908726.0,9.535625257766295
1031,2009-04-07,1892.67,1915.6,1869.48,1894.12,3921636000.0,599908726.0,6.537054438511368
1032,2009-04-08,1883.14,1892.41,1816.12,1816.33,4482904000.0,599908726.0,7.472643430094064
1033,2009-04-09,1817.2,1847.99,1803.06,1847.16,3192113200.0,599908726.0,5.3209981146365255
1034,2009-04-10,1867.5,1895.56,1858.44,1895.16,4369164800.0,599908726.0,7.283049255062845
1035,2009-04-13,1915.43,1952.04,1911.8,1939.56,6008152800.0,599908726.0,10.015111532149977
1036,2009-04-14,1936.0,1955.89,1928.03,1949.02,4112730800.0,599908726.0,6.855594229179457
1037,2009-04-15,1938.77,1950.77,1905.1,1943.35,4541902400.0,599908726.0,7.570989057425379
1038,2009-04-16,1945.12,1958.75,1907.43,1943.21,4593558400.0,599908726.0,7.657095489556189
1039,2009-04-17,1933.5,1951.66,1908.08,1920.31,3694311200.0,599908726.0,6.158122127398427
1040,2009-04-20,1916.0,1958.33,1913.8,1956.78,3608890400.0,599908726.0,6.015732466608595
1041,2009-04-21,1926.47,1945.93,1903.86,1930.57,4117249600.0,599908726.0,6.863126708378634
1042,2009-04-22,1941.17,1967.27,1867.42,1874.75,5228353600.0,599908726.0,8.715248459313125
1043,2009-04-23,1859.12,1882.71,1850.25,1876.42,3260148000.0,599908726.0,5.434406700061903
1044,2009-04-24,1886.15,1888.1,1857.78,1860.75,2812208200.0,599908726.0,4.687726779290088
1045,2009-04-27,1858.86,1866.14,1815.82,1827.47,3112934000.0,599908726.0,5.18901270324246
1046,2009-04-28,1810.24,1837.48,1805.78,1826.14,2554986600.0,599908726.0,4.258958887022423
1047,2009-04-29,1827.0,1910.45,1822.93,1901.07,3870326400.0,599908726.0,6.451525427553124
1048,2009-04-30,1903.23,1910.03,1884.53,1895.7,3631685600.0,599908726.0,6.053730246957602
1049,2009-05-04,1903.08,1959.82,1900.04,1957.94,4708760400.0,599908726.0,7.849128035520524
1050,2009-05-05,1971.74,1986.59,1952.09,1960.98,4241200400.0,599908726.0,7.069742806174818
1051,2009-05-06,1960.88,1989.09,1951.76,1980.2,4438952000.0,599908726.0,7.399378951524036
1052,2009-05-07,1992.35,2015.9,1971.04,1991.17,5199680000.0,599908726.0,8.667451855001023
1053,2009-05-08,1982.55,2027.92,1973.47,2022.95,4670070000.0,599908726.0,7.784634224507013
1054,2009-05-11,2040.18,2086.54,2000.53,2000.78,5970960000.0,599908726.0,9.953114100894075
1055,2009-05-12,1985.39,2037.29,1980.09,2035.98,3900626000.0,599908726.0,6.502032444182184
1056,2009-05-13,2037.8,2059.17,2019.12,2053.8,4852110800.0,599908726.0,8.088081719284743
1057,2009-05-14,2025.54,2033.93,2002.54,2021.56,3495530800.0,599908726.0,5.826771054502048
1058,2009-05-15,2028.73,2039.38,2010.14,2022.3,2345365200.0,599908726.0,3.9095367317594243
1059,2009-05-18,2011.23,2030.5,1985.68,2029.06,3334592000.0,599908726.0,5.5584989107159615
1060,2009-05-19,2051.57,2059.15,2038.28,2050.05,4086976400.0,599908726.0,6.81266369844402
1061,2009-05-20,2051.67,2053.34,2018.9,2019.41,3548079600.0,599908726.0,5.914365713026818
1062,2009-05-21,2004.77,2016.3,1963.36,1972.47,3803031200.0,599908726.0,6.339349696340307
1063,2009-05-22,1959.31,1980.68,1951.74,1967.66,2363483800.0,599908726.0,3.9397389928947293
1064,2009-05-25,1930.84,1978.94,1927.03,1970.98,2774936000.0,599908726.0,4.625596994566804
1065,2009-05-26,1976.61,1978.65,1945.02,1945.5,2370300800.0,599908726.0,3.9511023881989673
1066,2009-05-27,1954.67,2000.38,1949.87,1991.28,3248570400.0,599908726.0,5.415107764243456
1067,2009-06-01,2021.73,2082.88,2021.73,2076.88,5732614400.0,599908726.0,9.55581099515462
1068,2009-06-02,2091.72,2101.84,2069.5,2074.76,5081736000.0,599908726.0,8.470848613727282
1069,2009-06-03,2075.93,2150.13,2075.93,2149.58,5333754000.0,599908726.0,8.890942519812588
1070,2009-06-04,2138.63,2182.67,2131.42,2174.02,6250775600.0,599908726.0,10.419544389157627
1071,2009-06-05,2183.04,2191.19,2159.78,2160.42,4485535600.0,599908726.0,7.477030097408518
1072,2009-06-08,2161.1,2214.43,2143.42,2186.47,4714002000.0,599908726.0,7.857865364672159
1073,2009-06-09,2186.13,2198.39,2145.16,2197.14,4456788400.0,599908726.0,7.429110807766447
1074,2009-06-10,2201.84,2224.63,2197.28,2212.19,4641200400.0,599908726.0,7.736510903827059
1075,2009-06-11,2207.2,2227.66,2189.22,2196.73,3701447200.0,599908726.0,6.170017270260543
1076,2009-06-12,2192.1,2212.66,2138.64,2156.53,3518773200.0,599908726.0,5.865514281584229
1077,2009-06-15,2164.45,2219.49,2150.55,2217.38,3772305600.0,599908726.0,6.288132571687247
1078,2009-06-16,2193.35,2228.36,2186.54,2207.62,3288128000.0,599908726.0,5.481047128492677
1079,2009-06-17,2203.54,2242.4,2173.77,2236.08,3134318200.0,599908726.0,5.224658459126998
1080,2009-06-18,2238.96,2289.41,2237.24,2283.53,4431544400.0,599908726.0,7.387031073123614
1081,2009-06-19,2287.04,2316.37,2281.01,2309.22,4669939600.0,599908726.0,7.784416858107178
1082,2009-06-22,2334.95,2351.4,2313.96,2320.75,4674145200.0,599908726.0,7.791427257885894
1083,2009-06-23,2283.8,2374.62,2279.12,2331.5,5565592800.0,599908726.0,9.277399308907535
1084,2009-06-24,2325.07,2340.79,2301.93,2336.08,4927520800.0,599908726.0,8.213784174894633
1085,2009-06-25,2337.17,2356.57,2324.96,2335.92,3504494000.0,599908726.0,5.841711994034239
1086,2009-06-26,2341.7,2354.16,2329.14,2344.4,2949828800.0,599908726.0,4.9171293434394885
1087,2009-06-29,2347.89,2392.0,2341.78,2391.07,3452228000.0,599908726.0,5.754588740554509
1088,2009-06-30,2400.2,2404.19,2377.12,2380.9,4017628000.0,599910010.0,6.697051112716055
1089,2009-07-01,2369.51,2444.1,2367.34,2440.9,4236822400.0,599910010.0,7.062429913446518
1090,2009-07-02,2448.04,2491.28,2447.94,2481.07,5083177600.0,599910010.0,8.47323351047268
1091,2009-07-03,2459.89,2509.22,2454.92,2508.28,4319920800.0,599910010.0,7.200948022187528
1092,2009-07-06,2511.17,2556.87,2511.17,2549.49,5897081200.0,599910010.0,9.829942994283426
1093,2009-07-07,2546.05,2562.2,2507.72,2516.99,5710200400.0,599910010.0,9.518428272267036
1094,2009-07-08,2487.67,2519.54,2432.42,2502.15,5253521600.0,599910010.0,8.757182764795006
1095,2009-07-09,2495.7,2532.56,2480.18,2531.98,4308478400.0,599910010.0,7.181874494809646
1096,2009-07-10,2533.43,2543.68,2504.66,2519.07,3999193600.0,599910010.0,6.6663225039368825
1097,2009-07-13,2500.64,2507.21,2466.4,2467.48,4023071200.0,599910010.0,6.706124473568961
1098,2009-07-14,2478.11,2549.0,2478.11,2548.77,4391639200.0,599910010.0,7.320496619151262
1099,2009-07-15,2559.07,2581.56,2558.31,2576.78,5233952800.0,599910010.0,8.724563205738141
1100,2009-07-16,2598.65,2630.96,2575.39,2598.07,5397918400.0,599910010.0,8.997880198731806
1101,2009-07-17,2598.96,2617.71,2579.58,2604.35,4410979600.0,599910010.0,7.352735454439242
1102,2009-07-20,2615.3,2658.63,2597.24,2652.03,5572615200.0,599910010.0,9.289085207963108
1103,2009-07-21,2664.96,2685.43,2618.36,2622.71,5410202400.0,599910010.0,9.018356603184534
1104,2009-07-22,2622.28,2678.19,2621.74,2677.15,4933758800.0,599910010.0,8.224164820987069
1105,2009-07-23,2681.4,2720.63,2662.14,2717.23,5049869600.0,599910010.0,8.417711849815609
1106,2009-07-24,2733.29,2752.57,2684.92,2743.02,5793423600.0,599910010.0,9.657154412209257
1107,2009-07-27,2753.68,2805.76,2752.17,2805.04,6115110000.0,599910010.0,10.193378836935894
1108,2009-07-28,2803.64,2807.71,2767.02,2799.31,5640727200.0,599910010.0,9.402622236625124
1109,2009-07-29,2788.67,2829.8,2583.07,2671.59,7321459900.0,599910010.0,12.204263602802694
1110,2009-07-30,2702.46,2771.36,2662.87,2754.19,6331227200.0,599910010.0,10.553628201669781
1111,2009-07-31,2782.87,2818.55,2746.32,2816.89,5676580000.0,599910010.0,9.462385866840261
1112,2009-08-03,2832.82,2840.16,2794.45,2837.74,5023475200.0,599910010.0,8.3737145842924
1113,2009-08-04,2849.41,2849.41,2763.02,2810.26,5355446800.0,599910010.0,8.927083580419003
1114,2009-08-05,2805.42,2805.81,2734.38,2761.96,5740498400.0,599910010.0,9.568932513728184
1115,2009-08-06,2737.52,2755.6,2654.86,2698.26,4587962400.0,599910010.0,7.647751035192762
1116,2009-08-07,2694.95,2718.88,2621.11,2634.49,3904470400.0,599910010.0,6.508426822216219
1117,2009-08-10,2658.58,2673.02,2572.5,2611.99,3516049600.0,599910010.0,5.8609617132409575
1118,2009-08-11,2622.94,2627.73,2582.15,2614.85,2413528000.0,599910010.0,4.023150072124984
1119,2009-08-12,2608.05,2610.67,2489.93,2493.48,3826611200.0,599910010.0,6.378642023326132
1120,2009-08-13,2493.23,2535.37,2449.38,2528.64,3816496000.0,599910010.0,6.361780827761151
1121,2009-08-14,2520.86,2532.41,2445.31,2463.52,3617312400.0,599910010.0,6.029758363258516
1122,2009-08-17,2418.32,2453.71,2327.28,2331.72,3983362400.0,599910010.0,6.6399332126496775
1123,2009-08-18,2313.16,2354.88,2278.35,2342.81,3301950800.0,599910010.0,5.504076853126688
1124,2009-08-19,2348.97,2355.44,2206.6,2230.72,3428505600.0,599910010.0,5.715033159723406
1125,2009-08-20,2240.1,2334.36,2240.1,2333.49,3314763000.0,599910010.0,5.525433722967883
1126,2009-08-21,2326.67,2392.04,2309.54,2367.57,3630922800.0,599910010.0,6.052445765990803
1127,2009-08-24,2384.34,2388.07,2342.87,2368.05,3061214200.0,599910010.0,5.102788999970179
1128,2009-08-25,2355.2,2355.2,2194.0,2259.55,3911258400.0,599910010.0,6.519741852615528
1129,2009-08-26,2239.66,2317.68,2225.81,2292.49,3066972800.0,599910010.0,5.1123881063428165
1130,2009-08-27,2277.38,2316.24,2247.48,2276.01,3173082000.0,599910010.0,5.289263301340813
1131,2009-08-28,2273.65,2287.53,2177.92,2193.52,3839680000.0,599910010.0,6.400426623986488
1132,2009-08-31,2163.01,2163.01,2043.36,2046.59,3641359200.0,599910010.0,6.0698423751922395
1133,2009-09-01,2033.44,2115.83,2033.44,2076.68,3052590000.0,599910010.0,5.088413177169689
1134,2009-09-02,2062.88,2130.99,2053.6,2123.5,2697463800.0,599910010.0,4.496447392168036
1135,2009-09-03,2127.21,2237.33,2119.46,2230.52,3965507200.0,599910010.0,6.610170082009467
1136,2009-09-04,2232.02,2262.54,2218.2,2237.49,3360752000.0,599910010.0,5.602093553998207
1137,2009-09-07,2254.75,2293.12,2237.86,2253.8,3205814800.0,599910010.0,5.343826151525627
1138,2009-09-08,2240.82,2295.35,2211.44,2294.89,3152826000.0,599910010.0,5.255498237143934
1139,2009-09-09,2307.69,2322.86,2271.9,2305.0,3293098800.0,599910010.0,5.489321306707318
1140,2009-09-10,2295.8,2311.36,2272.85,2284.07,2369804800.0,599910010.0,3.950267140900016
1141,2009-09-11,2279.32,2364.75,2279.32,2356.98,3423682400.0,599910010.0,5.70699328720986
1142,2009-09-14,2361.99,2388.28,2351.42,2384.62,3084307200.0,599910010.0,5.141283106777965
1143,2009-09-15,2387.4,2405.6,2359.2,2385.33,3051494800.0,599910010.0,5.086587570025711
1144,2009-09-16,2373.77,2380.09,2312.56,2336.61,3151607200.0,599910010.0,5.253466599098755
1145,2009-09-17,2354.92,2389.34,2354.92,2383.03,3343599600.0,599910010.0,5.573501932398161
1146,2009-09-18,2386.08,2389.74,2279.08,2296.32,3845677600.0,599910010.0,6.410424123444781
1147,2009-09-21,2271.08,2292.72,2216.36,2290.26,2733652400.0,599910010.0,4.556770773003104
1148,2009-09-22,2280.21,2307.73,2232.11,2233.08,2670441400.0,599910010.0,4.451403302972057
1149,2009-09-23,2236.3,2258.25,2188.26,2199.08,2439383600.0,599910010.0,4.066249202942955
1150,2009-09-24,2187.61,2262.28,2166.24,2234.7,2745870400.0,599910010.0,4.577137160955191
1151,2009-09-25,2217.04,2244.04,2195.94,2226.0,2014082800.0,599910010.0,3.3573082069425713
1152,2009-09-28,2230.92,2242.33,2153.09,2162.15,1705572000.0,599910010.0,2.8430464095773296
1153,2009-09-29,2165.95,2194.14,2144.6,2177.43,1986994000.0,599910010.0,3.3121534344792813
1154,2009-09-30,2192.92,2216.05,2182.48,2198.41,1908610000.0,599910010.0,3.181493837717427
1155,2009-10-09,2251.82,2309.72,2246.28,2308.68,2430082200.0,599910010.0,4.050744544169216
1156,2009-10-12,2322.77,2335.26,2293.06,2293.82,2460527400.0,599910010.0,4.1014941557651285
1157,2009-10-13,2288.14,2334.08,2285.9,2331.64,1983069800.0,599910010.0,3.305612120057807
1158,2009-10-14,2339.57,2389.79,2334.34,2352.24,3204633600.0,599910010.0,5.341857189547479
1159,2009-10-15,2379.33,2402.35,2355.35,2363.6,2207125600.0,599910010.0,3.679094469518853
1160,2009-10-16,2371.23,2384.41,2320.76,2358.97,2103614800.0,599910010.0,3.5065505908127785
1161,2009-10-19,2354.3,2415.2,2344.4,2413.01,2739868000.0,599910010.0,4.56713166029685
1162,2009-10-20,2435.53,2459.86,2430.34,2455.18,3570303200.0,599910010.0,5.951397943834943
1163,2009-10-21,2454.21,2483.16,2439.63,2450.46,3245409600.0,599910010.0,5.409827383943802
1164,2009-10-22,2446.16,2458.51,2426.55,2428.97,2166226800.0,599910010.0,3.6109195777546703
1165,2009-10-23,2435.18,2498.61,2435.18,2481.54,3366070000.0,599910010.0,5.610958216883229
1166,2009-10-26,2488.6,2499.16,2465.5,2484.52,2417416600.0,599910010.0,4.0296320443127795
1167,2009-10-27,2463.24,2467.64,2412.5,2413.22,2851001600.0,599910010.0,4.752382111443682
1168,2009-10-28,2406.41,2424.82,2359.03,2409.32,2291979000.0,599910010.0,3.8205380170269203
1169,2009-10-29,2359.88,2378.96,2341.92,2349.02,2249118400.0,599910010.0,3.749092968127003
1170,2009-10-30,2394.06,2413.78,2371.31,2376.03,2182807600.0,599910010.0,3.638558389782494
1171,2009-11-02,2319.7,2466.08,2313.79,2461.62,3166984000.0,599910010.0,5.27909844344821
1172,2009-11-03,2467.02,2500.55,2461.48,2487.73,2689479600.0,599910010.0,4.483138396040433
1173,2009-11-04,2491.56,2519.94,2470.36,2502.45,2962161400.0,599910010.0,4.937676235807434
1174,2009-11-05,2504.66,2517.19,2485.93,2505.14,2885428400.0,599910010.0,4.809768718478293
1175,2009-11-06,2528.46,2536.55,2507.8,2512.42,3196240000.0,599910010.0,5.327865757732564
1176,2009-11-09,2515.84,2520.22,2485.64,2518.98,2786246400.0,599910010.0,4.644440588680959
1177,2009-11-10,2537.05,2549.64,2519.2,2520.57,3104341600.0,599910010.0,5.174678782239356
1178,2009-11-11,2518.73,2526.39,2494.17,2511.68,2729769800.0,599910010.0,4.550298802315368
1179,2009-11-12,2521.35,2536.92,2499.71,2508.5,2907355600.0,599910010.0,4.846319533824748
1180,2009-11-13,2504.14,2525.0,2471.88,2523.99,3484282400.0,599910010.0,5.808008437798862
1181,2009-11-16,2540.49,2602.34,2540.49,2601.51,4764148800.0,599910010.0,7.941439083505208
1182,2009-11-17,2614.12,2627.92,2601.48,2605.81,3821548400.0,599910010.0,6.370202757576924
1183,2009-11-18,2610.42,2624.26,2595.57,2605.84,3305350600.0,599910010.0,5.509744036443066
1184,2009-11-19,2612.3,2626.23,2581.91,2602.84,3469664800.0,599910010.0,5.78364211659012
1185,2009-11-20,2592.86,2604.69,2561.75,2583.01,3403720800.0,599910010.0,5.67371896328251
1186,2009-11-23,2586.83,2594.95,2569.27,2594.04,3138116000.0,599910010.0,5.230977892834294
1187,2009-11-24,2605.57,2615.25,2516.73,2523.28,5245540800.0,599910010.0,8.743879436184104
1188,2009-11-25,2522.63,2567.0,2487.96,2566.21,4649048000.0,599910010.0,7.749575640519818
1189,2009-11-26,2567.81,2573.9,2451.51,2459.2,5107110800.0,599910010.0,8.513128160671965
1190,2009-11-27,2433.84,2448.93,2379.95,2388.94,3412820000.0,599910010.0,5.688886571504283
1191,2009-11-30,2411.91,2468.04,2405.6,2467.48,3359883600.0,599910010.0,5.600646003556434
1192,2009-12-01,2461.71,2497.34,2437.97,2491.9,4137838400.0,599910010.0,6.897431833151109
1193,2009-12-02,2505.34,2527.1,2497.15,2513.32,3972704400.0,599910010.0,6.6221672147127535
1194,2009-12-03,2511.76,2511.76,2473.06,2497.27,3377012800.0,599910010.0,5.629198952689587
1195,2009-12-04,2489.79,2589.0,2474.74,2587.15,6517595200.0,599910010.0,10.86428812881452
1196,2009-12-07,2587.07,2606.71,2573.54,2594.97,4084031200.0,599910010.0,6.807739714161462
1197,2009-12-08,2594.61,2595.65,2530.12,2552.67,3381588800.0,599910010.0,5.63682676340073
1198,2009-12-09,2517.44,2531.76,2487.2,2495.03,2876225400.0,599910010.0,4.794428084305511
1199,2009-12-10,2515.8,2527.79,2486.69,2509.75,2364405000.0,599910010.0,3.9412661242308658
1200,2009-12-11,2516.84,2539.59,2504.44,2507.2,1985474800.0,599910010.0,3.3096210546645155
1201,2009-12-14,2502.42,2569.06,2451.98,2553.81,3993997600.0,599910010.0,6.65766120488638
1202,2009-12-15,2536.85,2555.07,2519.82,2524.86,2863697600.0,599910010.0,4.773545285567081
1203,2009-12-16,2511.35,2551.02,2505.75,2512.58,2490133400.0,599910010.0,4.150844890886218
1204,2009-12-17,2521.08,2530.18,2461.28,2464.8,2902765200.0,599910010.0,4.838667719513465
1205,2009-12-18,2444.82,2459.86,2414.17,2424.68,3047045200.0,599910010.0,5.079170457582463
1206,2009-12-21,2417.99,2430.8,2385.92,2413.07,2272210000.0,599910010.0,3.787584741251442
1207,2009-12-22,2416.9,2419.64,2347.21,2357.27,2522486600.0,599910010.0,4.204774979500676
1208,2009-12-23,2356.93,2377.99,2342.75,2370.08,2261899800.0,599910010.0,3.770398496934565
1209,2009-12-24,2376.3,2435.18,2366.38,2430.36,2860300400.0,599910010.0,4.7678824362340615
1210,2009-12-25,2423.48,2430.76,2402.62,2406.6,1818438800.0,599910010.0,3.0311859607076737
1211,2009-12-28,2412.67,2463.3,2412.67,2446.22,2361315800.0,599910010.0,3.9361166852341736
1212,2009-12-29,2448.32,2472.24,2435.37,2471.36,2406886000.0,599910010.0,4.012078411560427
1213,2009-12-30,2476.37,2547.39,2472.17,2541.81,4812484800.0,599910010.0,8.02201116797501
1214,2009-12-31,2545.86,2563.97,2535.69,2553.8,3306323200.0,599910010.0,5.511365279602519
1215,2010-01-04,2565.11,2570.15,2514.24,2514.65,2732744400.0,599910010.0,4.555257212660946
1216,2010-01-05,2526.29,2560.67,2487.05,2543.99,3537744000.0,599910010.0,5.89712447038515
1217,2010-01-06,2538.28,2549.57,2513.36,2514.01,2964615100.0,599910010.0,4.941766349256283
1218,2010-01-07,2516.06,2527.43,2450.4,2463.76,3204318400.0,599910010.0,5.3413317774110824
1219,2010-01-08,2453.06,2470.02,2432.01,2466.16,2268341000.0,599910010.0,3.781135440630504
1220,2010-01-11,2584.53,2584.53,2467.67,2478.81,4084119200.0,599910010.0,6.807886402828984
1221,2010-01-12,2472.62,2513.3,2435.16,2508.04,3804814600.0,599910010.0,6.342308907297613
1222,2010-01-13,2444.24,2457.9,2396.47,2399.64,4955885600.0,599910010.0,8.26104835290213
1223,2010-01-14,2412.63,2428.7,2384.16,2422.77,3056221400.0,599910010.0,5.094466418388318
1224,2010-01-15,2423.13,2445.2,2402.9,2427.81,2599492800.0,599910010.0,4.333137898465805
1225,2010-01-18,2414.89,2421.89,2398.78,2421.19,3093634400.0,599910010.0,5.156830772001954
1226,2010-01-19,2424.47,2450.28,2424.16,2432.71,2782907600.0,599910010.0,4.638875087281841
1227,2010-01-20,2436.65,2439.47,2356.16,2359.48,3474848400.0,599910010.0,5.792282745873836
1228,2010-01-21,2362.6,2391.51,2346.15,2377.75,2919614800.0,599910010.0,4.866754598743902
1229,2010-01-22,2344.97,2398.99,2317.48,2380.05,4063927200.0,599910010.0,6.774228021299394
1230,2010-01-25,2355.36,2389.63,2350.01,2353.47,2074988000.0,599910010.0,3.458832100501207
1231,2010-01-26,2354.91,2363.41,2296.88,2311.45,2470038400.0,599910010.0,4.117348200274238
1232,2010-01-27,2313.01,2319.99,2260.56,2264.6,2228021200.0,599910010.0,3.7139256936219485
1233,2010-01-28,2263.06,2267.85,2235.6,2252.61,1902345600.0,599910010.0,3.1710516048898736
1234,2010-01-29,2241.12,2276.77,2231.65,2243.99,1862603600.0,599910010.0,3.104805002336934
1235,2010-02-01,2238.62,2238.9,2182.95,2208.94,2208243600.0,599910010.0,3.680958082363053
1236,2010-02-02,2223.6,2261.63,2210.7,2214.03,1964011600.0,599910010.0,3.2738436886559037
1237,2010-02-03,2226.8,2278.48,2190.43,2277.8,2483645000.0,599910010.0,4.140029268723154
1238,2010-02-04,2258.08,2276.47,2247.64,2261.36,1718266800.0,599910010.0,2.864207583400717
1239,2010-02-05,2212.31,2233.32,2204.93,2219.6,1845618200.0,599910010.0,3.076491755821844
1240,2010-02-08,2220.84,2233.14,2201.8,2211.14,1200679600.0,599910010.0,2.001432848236688
1241,2010-02-09,2210.33,2234.53,2207.85,2229.04,1054168300.0,599910010.0,1.7572107189876696
1242,2010-02-10,2246.77,2260.48,2239.18,2259.99,1208484800.0,599910010.0,2.0144434662792174
1243,2010-02-11,2261.82,2275.76,2254.98,2265.14,1253547900.0,599910010.0,2.0895598991588753
1244,2010-02-12,2275.59,2286.68,2270.76,2284.39,1302626000.0,599910010.0,2.1713690024942243
1245,2010-02-22,2282.09,2291.78,2268.09,2269.04,1368835900.0,599910010.0,2.2817353889460854
1246,2010-02-23,2261.99,2261.99,2202.21,2227.95,1527639500.0,599910010.0,2.546447758056246
1247,2010-02-24,2211.39,2252.64,2204.68,2251.7,1681535200.0,599910010.0,2.8029790668103702
1248,2010-02-25,2254.8,2286.92,2251.96,2282.64,2418678000.0,599910010.0,4.031734693008373
1249,2010-02-26,2278.43,2288.6,2270.77,2274.32,1527405900.0,599910010.0,2.546058366320642
1250,2010-03-01,2282.34,2316.38,2281.7,2311.07,1931267600.0,599910010.0,3.2192621690043146
1251,2010-03-02,2312.49,2320.31,2293.92,2302.18,1521233800.0,599910010.0,2.535769989902319
1252,2010-03-03,2304.06,2312.42,2287.04,2311.84,1584584600.0,599910010.0,2.6413704948847245
1253,2010-03-04,2312.3,2312.78,2259.18,2261.93,1962071600.0,599910010.0,3.2706098703037143
1254,2010-03-05,2264.68,2276.76,2258.96,2267.94,1334753700.0,599910010.0,2.2249232013981564
1255,2010-03-08,2272.61,2290.09,2265.2,2284.68,1237555300.0,599910010.0,2.0629015675201017
1256,2010-03-09,2284.02,2315.36,2266.82,2302.39,1875209400.0,599910010.0,3.1258178205761227
1257,2010-03-10,2301.7,2318.31,2286.18,2292.5,1626450300.0,599910010.0,2.7111571283833054
1258,2010-03-11,2296.93,2316.38,2282.89,2300.04,1831078200.0,599910010.0,3.052254787347189
1259,2010-03-12,2300.61,2306.99,2273.86,2274.53,1425631700.0,599910010.0,2.3764092551147797
1260,2010-03-15,2274.71,2276.45,2232.95,2240.73,1391240300.0,599910010.0,2.319081656930512
1261,2010-03-16,2239.43,2262.01,2234.67,2261.52,1155131500.0,599910010.0,1.9255079607689827
1262,2010-03-17,2266.96,2307.4,2260.1,2307.08,1722384600.0,599910010.0,2.87107161289074
