上榜时间,股票代码,股票名称,现价,涨跌幅,成交额,上榜涨幅,榜间涨幅
2024-06-04 13:23:41,300447,全信股份,15.38,4.91,36934.14
2024-06-04 13:23:41,301083,百胜智能,16.39,13.5,23674.25
2024-06-04 13:23:41,300952,恒辉安防,22.5,5.63,21229.62
2024-06-04 13:23:41,000726,鲁泰A,7.36,5.14,19630.77
2024-06-04 13:23:41,600962,国投中鲁,12.57,2.11,13819.31
2024-06-04 13:23:41,301229,纽泰格,24.48,5.93,6775.17
2024-06-04 13:32:11,000400,许继电气,32.62,5.6,65798.34
2024-06-04 13:32:11,601126,四方股份,18.18,4.78,29882.90
2024-06-04 13:32:11,000400,许继电气,32.76,6.05,66254.35
2024-06-04 13:32:11,601126,四方股份,18.17,4.73,29939.63
2024-06-04 13:32:11,000400,许继电气,32.75,6.02,66325.40
2024-06-04 13:32:11,601126,四方股份,18.18,4.78,29957.44
2024-06-04 13:36:08,000400,许继电气,32.66,5.73,69554.50
2024-06-04 13:36:08,601126,四方股份,18.2,4.9,30649.15
2024-06-04 13:36:08,600795,国电电力,5.58,2.2,62410.84
2024-06-04 13:36:08,000400,许继电气,32.63,5.63,69643.68
2024-06-04 13:36:08,601126,四方股份,18.19,4.84,30672.43
2024-06-04 13:40:08,600795,国电电力,5.56,1.83,64396.57
2024-06-04 13:43:57,600795,国电电力,5.57,2.01,65516.46
2024-06-04 13:55:20,000400,许继电气,32.76,6.05,75876.84
2024-06-04 13:55:20,601126,四方股份,18.48,6.51,37513.11
2024-06-04 13:55:20,600795,国电电力,5.56,1.83,67436.16
2024-06-04 13:55:20,000400,许继电气,32.77,6.09,76005.92
2024-06-04 13:55:20,601126,四方股份,18.46,6.4,37569.26
2024-06-04 13:59:19,000400,许继电气,32.67,5.76,77440.73
2024-06-04 13:59:19,601126,四方股份,18.52,6.74,38340.11
2024-06-04 13:59:19,600795,国电电力,5.56,1.83,68286.15
2024-06-04 13:59:19,600900,长江电力,27.5,0.26,170333.79
2024-06-04 13:59:19,601985,中国核电,10.12,0.9,109552.83
2024-06-04 13:59:19,600795,国电电力,5.56,1.83,68341.46
2024-06-04 13:59:19,600025,华能水电,10.4,1.46,37473.05
2024-06-04 13:59:19,600674,川投能源,18.24,0.94,24306.81
2024-06-04 13:59:19,000400,许继电气,32.63,5.63,77519.43
2024-06-04 13:59:19,601126,四方股份,18.53,6.8,38459.63
2024-06-04 14:03:16,000400,许继电气,32.74,5.99,78500.42
2024-06-04 14:03:16,601126,四方股份,18.6,7.2,40231.13
2024-06-04 14:03:16,000883,湖北能源,6.08,3.58,14250.97
2024-06-04 14:03:16,600795,国电电力,5.57,2.01,69162.66
2024-06-04 14:03:16,600900,长江电力,27.5,0.26,172033.86
2024-06-04 14:03:16,601985,中国核电,10.13,1.0,111539.24
2024-06-04 14:03:16,600795,国电电力,5.56,1.83,69173.11
2024-06-04 14:03:16,600025,华能水电,10.4,1.46,38034.53
2024-06-04 14:03:16,600674,川投能源,18.21,0.77,25085.63
2024-06-04 14:03:16,000400,许继电气,32.74,5.99,78563.95
2024-06-04 14:03:16,601126,四方股份,18.59,7.15,40429.05
2024-06-04 14:07:29,000400,许继电气,32.7,5.86,79895.33
2024-06-04 14:07:29,601126,四方股份,18.61,7.26,41513.00
2024-06-04 14:07:29,600795,国电电力,5.56,1.83,70475.58
2024-06-04 14:07:29,600900,长江电力,27.49,0.22,174074.22
2024-06-04 14:07:29,601985,中国核电,10.12,0.9,113003.32
2024-06-04 14:07:29,600795,国电电力,5.57,2.01,70517.59
2024-06-04 14:07:29,600886,国投电力,17.82,0.11,50409.17
2024-06-04 14:07:29,600025,华能水电,10.39,1.37,38449.90
2024-06-04 14:07:29,600674,川投能源,18.26,1.05,25613.22
2024-06-04 14:07:29,000400,许继电气,32.77,6.09,80045.60
2024-06-04 14:07:29,601126,四方股份,18.53,6.8,41675.73
2024-06-04 14:07:29,000883,湖北能源,6.08,3.58,14630.01
2024-06-04 14:11:40,000400,许继电气,32.89,6.47,82282.39
2024-06-04 14:11:40,601126,四方股份,18.62,7.32,42345.65
2024-06-04 14:11:40,000682,东方电子,12.23,3.73,29075.03
2024-06-04 14:11:40,000883,湖北能源,6.1,3.92,15451.37
2024-06-04 14:11:40,000883,湖北能源,6.09,3.75,15452.83
2024-06-04 14:11:40,600900,长江电力,27.58,0.55,179413.35
2024-06-04 14:11:40,601985,中国核电,10.15,1.2,115120.39
2024-06-04 14:11:40,600795,国电电力,5.57,2.01,73066.85
2024-06-04 14:11:40,600886,国投电力,17.82,0.11,51568.71
2024-06-04 14:11:40,600025,华能水电,10.41,1.56,39356.33
2024-06-04 14:11:40,600674,川投能源,18.3,1.27,26176.74
2024-06-04 14:11:40,001286,陕西能源,11.22,1.17,25738.55
2024-06-04 14:11:40,000537,中绿电,11.03,0.64,25066.53
2024-06-04 14:11:40,000883,湖北能源,6.1,3.92,15474.42
2024-06-04 14:11:40,000400,许继电气,32.89,6.47,82390.26
2024-06-04 14:11:40,601126,四方股份,18.63,7.38,42501.85
2024-06-04 14:11:40,000682,东方电子,12.22,3.65,29398.85
2024-06-04 14:11:40,301179,泽宇智能,19.76,11.64,24803.84
2024-06-04 14:11:40,000883,湖北能源,6.1,3.92,15522.97
2024-06-04 14:11:40,000883,湖北能源,6.09,3.75,15544.61
2024-06-04 14:16:00,000883,湖北能源,6.11,4.09,16284.18
2024-06-04 14:16:00,600900,长江电力,27.57,0.51,181110.32
2024-06-04 14:16:00,601985,中国核电,10.15,1.2,118219.36
2024-06-04 14:16:00,600795,国电电力,5.58,2.2,73722.95
2024-06-04 14:16:00,600886,国投电力,17.82,0.11,52311.15
2024-06-04 14:16:00,600025,华能水电,10.43,1.76,39883.35
2024-06-04 14:16:00,600674,川投能源,18.26,1.05,26761.12
2024-06-04 14:16:00,000537,中绿电,11.04,0.73,26095.44
2024-06-04 14:16:00,000883,湖北能源,6.11,4.09,16332.41
2024-06-04 14:16:00,000883,湖北能源,6.11,4.09,16377.46
2024-06-04 14:16:00,000883,湖北能源,6.1,3.92,16417.83
2024-06-04 14:20:24,600900,长江电力,27.54,0.4,182998.51
2024-06-04 14:20:24,601985,中国核电,10.14,1.1,120371.10
2024-06-04 14:20:24,600795,国电电力,5.57,2.01,75858.13
2024-06-04 14:20:24,600886,国投电力,17.8,0.0,53022.39
2024-06-04 14:20:24,600025,华能水电,10.41,1.56,40352.37
2024-06-04 14:20:24,600674,川投能源,18.27,1.11,27112.45
2024-06-04 14:20:24,000883,湖北能源,6.11,4.09,16769.10
2024-06-04 14:20:24,000883,湖北能源,6.1,3.92,16901.89
2024-06-04 14:20:24,000883,湖北能源,6.1,3.92,16925.37
2024-06-04 14:24:46,000883,湖北能源,6.11,4.09,17288.24
2024-06-04 14:24:46,002028,思源电气,74.13,1.27,47456.52
2024-06-04 14:24:46,300001,特锐德,22.31,3.38,40465.41
2024-06-04 14:24:46,600885,宏发股份,30.21,5.01,31567.77
2024-06-04 14:24:46,002270,华明装备,22.47,1.08,18061.70
2024-06-04 14:24:46,600900,长江电力,27.51,0.29,185568.10
2024-06-04 14:24:46,601985,中国核电,10.14,1.1,122964.52
2024-06-04 14:24:46,600795,国电电力,5.58,2.2,76672.13
2024-06-04 14:24:46,600886,国投电力,17.8,0.0,53977.12
2024-06-04 14:24:46,600025,华能水电,10.41,1.56,40882.40
2024-06-04 14:24:46,600674,川投能源,18.24,0.94,27693.41
2024-06-04 14:24:46,000537,中绿电,10.96,0.0,27313.65
2024-06-04 14:24:46,000883,湖北能源,6.11,4.09,17298.01
2024-06-04 14:24:46,000883,湖北能源,6.11,4.09,17372.97
2024-06-04 14:24:46,300001,特锐德,22.34,3.52,40852.42
2024-06-04 14:24:46,600885,宏发股份,30.21,5.01,31662.31
2024-06-04 14:24:46,300932,三友联众,11.05,16.19,16951.47
2024-06-04 14:24:46,837046,亿能电力,9.56,24.16,11170.55
2024-06-04 14:24:46,000883,湖北能源,6.11,4.09,17408.24
2024-06-04 14:29:19,000883,湖北能源,6.11,4.09,17851.32
2024-06-04 14:29:19,002028,思源电气,73.89,0.94,48553.76
2024-06-04 14:29:19,300001,特锐德,22.38,3.71,44152.08
2024-06-04 14:29:19,002270,华明装备,22.45,0.99,18351.82
2024-06-04 14:29:19,600900,长江电力,27.51,0.29,188044.84
2024-06-04 14:29:19,601985,中国核电,10.13,1.0,124651.46
2024-06-04 14:29:19,600795,国电电力,5.57,2.01,78578.80
2024-06-04 14:29:19,600025,华能水电,10.39,1.37,41369.74
2024-06-04 14:29:19,600674,川投能源,18.23,0.89,28097.94
2024-06-04 14:29:19,000537,中绿电,11.01,0.46,28032.56
2024-06-04 14:29:19,000883,湖北能源,6.11,4.09,17867.44
2024-06-04 14:29:19,000883,湖北能源,6.11,4.09,17887.30
2024-06-04 14:29:19,300001,特锐德,22.48,4.17,44752.95
2024-06-04 14:29:19,300932,三友联众,10.78,13.35,18073.46
2024-06-04 14:29:19,837046,亿能电力,9.6,24.68,11427.04
2024-06-04 14:29:19,000883,湖北能源,6.11,4.09,17915.22
2024-06-04 14:33:37,000883,湖北能源,6.1,3.92,18213.66
2024-06-04 14:33:37,600598,北大荒,13.37,3.32,19155.05
2024-06-04 14:33:37,600900,长江电力,27.53,0.36,190849.71
2024-06-04 14:33:37,601985,中国核电,10.13,1.0,126160.00
2024-06-04 14:33:37,600795,国电电力,5.57,2.01,79065.42
2024-06-04 14:33:37,600886,国投电力,17.81,0.06,55262.01
2024-06-04 14:33:37,600025,华能水电,10.38,1.27,41806.44
2024-06-04 14:33:37,001286,陕西能源,11.21,1.08,29442.33
2024-06-04 14:33:37,600674,川投能源,18.28,1.16,28798.68
2024-06-04 14:33:37,000537,中绿电,11.02,0.55,28500.34
2024-06-04 14:33:37,000883,湖北能源,6.11,4.09,18225.27
2024-06-04 14:33:37,000883,湖北能源,6.11,4.09,18247.21
2024-06-04 14:33:37,600598,北大荒,13.38,3.4,19263.14
2024-06-04 14:33:37,000883,湖北能源,6.11,4.09,18303.01
2024-06-04 14:38:36,300014,亿纬锂能,43.93,7.72,269348.42
2024-06-04 14:38:36,000400,许继电气,33.12,7.22,92266.91
2024-06-04 14:38:36,600875,东方电气,18.99,3.43,55900.03
2024-06-04 14:38:36,002028,思源电气,74.34,1.56,53663.23
2024-06-04 14:38:36,300001,特锐德,22.6,4.73,51186.33
2024-06-04 14:38:36,601126,四方股份,18.69,7.72,50621.66
2024-06-04 14:38:36,300207,欣旺达,15.64,0.13,41414.13
2024-06-04 14:38:36,003021,兆威机电,53.5,1.1,41179.31
2024-06-04 14:38:36,603606,东方电缆,49.65,4.48,36952.17
2024-06-04 14:38:36,000682,东方电子,12.32,4.5,35497.39
2024-06-04 14:38:36,600885,宏发股份,30.2,4.97,33446.88
2024-06-04 14:38:36,002270,华明装备,22.56,1.48,19560.32
2024-06-04 14:38:36,000883,湖北能源,6.11,4.09,18705.73
2024-06-04 14:38:36,002028,思源电气,74.1,1.23,54463.42
2024-06-04 14:38:36,300001,特锐德,22.53,4.4,51301.03
2024-06-04 14:38:36,600885,宏发股份,30.2,4.97,33513.64
2024-06-04 14:38:36,002270,华明装备,22.54,1.39,19606.99
2024-06-04 14:38:36,600900,长江电力,27.55,0.44,194440.34
2024-06-04 14:38:36,601985,中国核电,10.14,1.1,128042.42
2024-06-04 14:38:36,600795,国电电力,5.58,2.2,80369.87
2024-06-04 14:38:36,600886,国投电力,17.8,0.0,56303.42
2024-06-04 14:38:36,600025,华能水电,10.39,1.37,42154.85
2024-06-04 14:38:36,600674,川投能源,18.32,1.38,33216.62
2024-06-04 14:38:36,001286,陕西能源,11.21,1.08,30299.41
2024-06-04 14:38:36,000537,中绿电,11.02,0.55,29101.00
2024-06-04 14:38:36,000883,湖北能源,6.11,4.09,18707.32
2024-06-04 14:38:36,300476,胜宏科技,30.96,5.92,152093.57
2024-06-04 14:38:36,002463,沪电股份,33.64,0.57,113464.44
2024-06-04 14:38:36,300014,亿纬锂能,43.84,7.5,269874.14
2024-06-04 14:38:36,000400,许继电气,33.0,6.83,92380.98
2024-06-04 14:38:36,600875,东方电气,19.0,3.49,56208.58
2024-06-04 14:38:36,300001,特锐德,22.55,4.49,51500.12
2024-06-04 14:38:36,601126,四方股份,18.68,7.67,51005.95
2024-06-04 14:38:36,000682,东方电子,12.3,4.33,35747.06
2024-06-04 14:38:36,600885,宏发股份,30.2,4.97,33550.80
2024-06-04 14:38:36,301179,泽宇智能,19.99,12.94,30979.34
2024-06-04 14:38:36,300932,三友联众,10.83,13.88,19087.89
2024-06-04 14:38:36,300772,运达股份,11.03,4.95,18649.10
2024-06-04 14:38:36,301082,久盛电气,15.93,7.85,18070.99
2024-06-04 14:38:36,837046,亿能电力,9.87,28.18,11792.49
2024-06-04 14:38:36,000883,湖北能源,6.12,4.26,18758.54
2024-06-04 14:38:36,300001,特锐德,22.56,4.54,51530.12
2024-06-04 14:38:36,600885,宏发股份,30.21,5.01,33561.07
2024-06-04 14:38:36,300932,三友联众,10.83,13.88,19093.27
2024-06-04 14:38:36,837046,亿能电力,9.85,27.92,11834.53
2024-06-04 14:38:36,600795,国电电力,5.57,2.01,80758.60
2024-06-04 14:38:36,000883,湖北能源,6.11,4.09,18806.16
2024-06-04 14:38:36,300476,胜宏科技,30.96,5.92,152320.23
2024-06-04 14:38:36,300852,四会富仕,24.86,4.02,14404.57
2024-06-04 14:43:15,300014,亿纬锂能,43.8,7.41,271823.45
2024-06-04 14:43:15,000400,许继电气,32.96,6.7,93298.18
2024-06-04 14:43:15,600875,东方电气,19.04,3.7,57834.84
2024-06-04 14:43:15,002028,思源电气,73.94,1.01,57142.31
2024-06-04 14:43:15,300001,特锐德,22.64,4.91,53453.52
2024-06-04 14:43:15,601126,四方股份,18.65,7.49,52211.50
2024-06-04 14:43:15,003021,兆威机电,53.48,1.06,41677.79
2024-06-04 14:43:15,603606,东方电缆,49.53,4.23,38487.53
2024-06-04 14:43:15,000682,东方电子,12.26,3.99,36339.29
2024-06-04 14:43:15,600885,宏发股份,30.24,5.11,34442.63
2024-06-04 14:43:15,002270,华明装备,22.57,1.53,19820.08
2024-06-04 14:43:15,000883,湖北能源,6.11,4.09,19042.42
2024-06-04 14:43:15,002028,思源电气,73.94,1.01,57214.74
2024-06-04 14:43:15,300001,特锐德,22.63,4.87,53609.86
2024-06-04 14:43:15,600885,宏发股份,30.24,5.11,34456.24
2024-06-04 14:43:15,002270,华明装备,22.57,1.53,19826.63
2024-06-04 14:43:15,600900,长江电力,27.52,0.33,198555.88
2024-06-04 14:43:15,601985,中国核电,10.12,0.9,129744.35
2024-06-04 14:43:15,600795,国电电力,5.56,1.83,81957.97
2024-06-04 14:43:15,600886,国投电力,17.8,0.0,58839.28
2024-06-04 14:43:15,600025,华能水电,10.39,1.37,43352.36
2024-06-04 14:43:15,600674,川投能源,18.3,1.27,34029.02
2024-06-04 14:43:15,001286,陕西能源,11.21,1.08,31195.31
2024-06-04 14:43:15,000537,中绿电,10.99,0.27,29971.00
2024-06-04 14:43:15,000883,湖北能源,6.11,4.09,19049.94
2024-06-04 14:43:15,300476,胜宏科技,30.99,6.02,154728.38
2024-06-04 14:43:15,002463,沪电股份,33.63,0.54,116300.33
2024-06-04 14:43:15,300014,亿纬锂能,43.75,7.28,272096.64
2024-06-04 14:43:15,000400,许继电气,32.99,6.8,93514.31
2024-06-04 14:43:15,600875,东方电气,19.04,3.7,58056.85
2024-06-04 14:43:15,300001,特锐德,22.59,4.68,53923.78
2024-06-04 14:43:15,601126,四方股份,18.65,7.49,52276.94
2024-06-04 14:43:15,603606,东方电缆,49.66,4.5,39147.64
2024-06-04 14:43:15,000682,东方电子,12.32,4.5,36872.27
2024-06-04 14:43:15,600885,宏发股份,30.24,5.11,34499.48
2024-06-04 14:43:15,301179,泽宇智能,19.99,12.94,31573.84
2024-06-04 14:43:15,002270,华明装备,22.57,1.53,19859.36
2024-06-04 14:43:15,300772,运达股份,11.05,5.14,19141.80
2024-06-04 14:43:15,301082,久盛电气,15.8,6.97,18639.67
2024-06-04 14:43:15,837046,亿能电力,9.75,26.62,12155.17
2024-06-04 14:43:15,000883,湖北能源,6.11,4.09,19113.22
2024-06-04 14:43:15,300001,特锐德,22.59,4.68,53985.22
2024-06-04 14:43:15,600885,宏发股份,30.24,5.11,34510.36
2024-06-04 14:43:15,002270,华明装备,22.57,1.53,19863.20
2024-06-04 14:43:15,837046,亿能电力,9.74,26.49,12181.78
2024-06-04 14:43:15,600795,国电电力,5.56,1.83,82092.41
2024-06-04 14:43:15,600886,国投电力,17.8,0.0,58924.73
2024-06-04 14:43:15,000883,湖北能源,6.12,4.26,19120.55
2024-06-04 14:43:15,300476,胜宏科技,30.97,5.95,154970.56
2024-06-04 14:43:15,300852,四会富仕,24.85,3.97,14619.68
2024-06-04 14:48:00,300014,亿纬锂能,43.74,7.26,274204.28
2024-06-04 14:48:00,000400,许继电气,33.0,6.83,94329.41
2024-06-04 14:48:00,600875,东方电气,19.02,3.59,59136.08
2024-06-04 14:48:00,002028,思源电气,73.83,0.86,58522.42
2024-06-04 14:48:00,300001,特锐德,22.74,5.38,57763.98
2024-06-04 14:48:00,601126,四方股份,18.63,7.38,53300.26
2024-06-04 14:48:00,003021,兆威机电,53.52,1.13,42246.15
2024-06-04 14:48:00,603606,东方电缆,49.64,4.46,40193.24
2024-06-04 14:48:00,000682,东方电子,12.29,4.24,37586.46
2024-06-04 14:48:00,600885,宏发股份,30.21,5.01,35149.62
2024-06-04 14:48:00,002270,华明装备,22.63,1.8,20318.90
2024-06-04 14:48:00,000883,湖北能源,6.11,4.09,19391.23
2024-06-04 14:48:00,002028,思源电气,73.87,0.92,58568.21
2024-06-04 14:48:00,300001,特锐德,22.76,5.47,57939.39
2024-06-04 14:48:00,600885,宏发股份,30.2,4.97,35178.32
2024-06-04 14:48:00,002270,华明装备,22.63,1.8,20318.90
2024-06-04 14:48:00,600900,长江电力,27.51,0.29,202369.48
2024-06-04 14:48:00,601985,中国核电,10.12,0.9,133366.28
2024-06-04 14:48:00,600795,国电电力,5.57,2.01,83299.53
2024-06-04 14:48:00,600886,国投电力,17.8,0.0,59532.41
2024-06-04 14:48:00,600025,华能水电,10.4,1.46,43851.50
2024-06-04 14:48:00,600674,川投能源,18.3,1.27,34629.23
2024-06-04 14:48:00,001286,陕西能源,11.21,1.08,31868.23
2024-06-04 14:48:00,000537,中绿电,10.98,0.18,30583.79
2024-06-04 14:48:00,000883,湖北能源,6.11,4.09,19519.54
2024-06-04 14:48:00,300476,胜宏科技,30.97,5.95,156451.29
2024-06-04 14:48:00,002463,沪电股份,33.62,0.51,118416.77
2024-06-04 14:48:00,300014,亿纬锂能,43.74,7.26,274683.14
2024-06-04 14:48:00,000400,许继电气,33.01,6.86,94525.46
2024-06-04 14:48:00,600875,东方电气,19.04,3.7,59338.74
2024-06-04 14:48:00,300001,特锐德,22.76,5.47,59026.86
2024-06-04 14:48:00,002028,思源电气,73.87,0.92,58880.06
2024-06-04 14:48:00,601126,四方股份,18.61,7.26,53435.34
2024-06-04 14:48:00,603606,东方电缆,49.65,4.48,40371.03
2024-06-04 14:48:00,000682,东方电子,12.29,4.24,37750.20
2024-06-04 14:48:00,600885,宏发股份,30.2,4.97,35241.13
2024-06-04 14:48:00,301179,泽宇智能,19.97,12.82,32154.20
2024-06-04 14:48:00,002270,华明装备,22.65,1.89,20342.66
2024-06-04 14:48:00,300772,运达股份,11.05,5.14,19759.56
2024-06-04 14:48:00,301082,久盛电气,15.91,7.72,19010.09
2024-06-04 14:48:00,837046,亿能电力,9.67,25.58,12337.33
2024-06-04 14:48:00,000883,湖北能源,6.11,4.09,19578.93
2024-06-04 14:48:00,300001,特锐德,22.78,5.56,59183.09
2024-06-04 14:48:00,002028,思源电气,73.88,0.93,58922.17
2024-06-04 14:48:00,600885,宏发股份,30.21,5.01,35248.08
2024-06-04 14:48:00,002270,华明装备,22.65,1.89,20352.18
2024-06-04 14:48:00,837046,亿能电力,9.68,25.71,12344.40
2024-06-04 14:48:00,600795,国电电力,5.56,1.83,83496.07
2024-06-04 14:48:00,600886,国投电力,17.8,0.0,59769.61
2024-06-04 14:48:00,000883,湖北能源,6.11,4.09,19597.80
2024-06-04 14:48:00,300476,胜宏科技,31.01,6.09,157010.76
2024-06-04 14:48:00,300852,四会富仕,24.88,4.1,14996.84
2024-06-04 14:52:45,300014,亿纬锂能,43.71,7.18,278101.70
2024-06-04 14:52:45,000400,许继电气,32.91,6.54,95950.94
2024-06-04 14:52:45,600875,东方电气,19.06,3.81,61573.12
2024-06-04 14:52:45,300001,特锐德,22.68,5.1,60723.37
2024-06-04 14:52:45,002028,思源电气,73.81,0.83,60172.62
2024-06-04 14:52:45,601126,四方股份,18.55,6.92,55826.66
2024-06-04 14:52:45,300207,欣旺达,15.62,0.0,45100.01
2024-06-04 14:52:45,003021,兆威机电,53.46,1.02,42901.46
2024-06-04 14:52:45,603606,东方电缆,49.48,4.12,41457.12
2024-06-04 14:52:45,000682,东方电子,12.28,4.16,38585.37
2024-06-04 14:52:45,002270,华明装备,22.63,1.8,20849.48
2024-06-04 14:52:45,000883,湖北能源,6.11,4.09,19791.04
2024-06-04 14:52:45,300001,特锐德,22.69,5.14,60805.48
2024-06-04 14:52:45,002028,思源电气,73.78,0.79,60353.82
2024-06-04 14:52:45,002270,华明装备,22.61,1.71,20908.54
2024-06-04 14:52:45,600900,长江电力,27.47,0.15,206871.88
2024-06-04 14:52:45,601985,中国核电,10.13,1.0,137554.97
2024-06-04 14:52:45,600795,国电电力,5.56,1.83,85652.96
2024-06-04 14:52:45,600886,国投电力,17.81,0.06,60253.53
2024-06-04 14:52:45,600025,华能水电,10.4,1.46,44572.71
2024-06-04 14:52:45,600674,川投能源,18.3,1.27,35377.26
2024-06-04 14:52:45,001286,陕西能源,11.2,0.99,32333.58
2024-06-04 14:52:45,000537,中绿电,11.0,0.36,31098.13
2024-06-04 14:52:45,000883,湖北能源,6.11,4.09,19823.73
2024-06-04 14:52:45,300476,胜宏科技,30.99,6.02,159415.67
2024-06-04 14:52:45,002463,沪电股份,33.62,0.51,120747.77
2024-06-04 14:52:45,300014,亿纬锂能,43.69,7.14,278864.56
2024-06-04 14:52:45,000400,许继电气,32.9,6.51,96110.18
2024-06-04 14:52:45,600875,东方电气,19.04,3.7,62226.51
2024-06-04 14:52:45,300001,特锐德,22.66,5.0,61130.06
2024-06-04 14:52:45,002028,思源电气,73.77,0.78,60541.17
2024-06-04 14:52:45,601126,四方股份,18.58,7.09,56334.27
2024-06-04 14:52:45,603606,东方电缆,49.49,4.15,41673.39
2024-06-04 14:52:45,000682,东方电子,12.28,4.16,38763.83
2024-06-04 14:52:45,301179,泽宇智能,20.03,13.16,33443.26
2024-06-04 14:52:45,603097,江苏华辰,33.01,3.54,30331.30
2024-06-04 14:52:45,002270,华明装备,22.61,1.71,21013.33
2024-06-04 14:52:45,300772,运达股份,11.05,5.14,20640.73
2024-06-04 14:52:45,301082,久盛电气,16.16,9.41,20148.85
2024-06-04 14:52:45,837046,亿能电力,9.4,22.08,12514.31
2024-06-04 14:52:45,000883,湖北能源,6.11,4.09,19829.85
2024-06-04 14:52:45,300001,特锐德,22.66,5.0,61203.47
2024-06-04 14:52:45,002028,思源电气,73.8,0.82,60582.81
2024-06-04 14:52:45,603097,江苏华辰,33.02,3.58,30411.19
2024-06-04 14:52:45,002270,华明装备,22.65,1.89,21038.01
2024-06-04 14:52:45,837046,亿能电力,9.36,21.56,12528.20
2024-06-04 14:52:45,600795,国电电力,5.57,2.01,85848.19
2024-06-04 14:52:45,600886,国投电力,17.8,0.0,60375.85
2024-06-04 14:52:45,000883,湖北能源,6.12,4.26,19836.33
2024-06-04 14:52:45,300476,胜宏科技,30.97,5.95,159753.39
2024-06-04 14:52:45,300852,四会富仕,24.96,4.44,15823.36
2024-06-04 14:57:05,000883,湖北能源,6.11,4.09,20325.22
2024-06-04 14:57:05,600900,长江电力,27.48,0.18,214084.24
2024-06-04 14:57:05,601985,中国核电,10.13,1.0,140457.70
2024-06-04 14:57:05,600795,国电电力,5.57,2.01,87626.64
2024-06-04 14:57:05,600886,国投电力,17.8,0.0,61620.22
2024-06-04 14:57:05,600025,华能水电,10.4,1.46,45229.83
2024-06-04 14:57:05,600674,川投能源,18.28,1.16,36192.21
2024-06-04 14:57:05,001286,陕西能源,11.2,0.99,33071.91
2024-06-04 14:57:05,000537,中绿电,10.99,0.27,31968.47
2024-06-04 14:57:05,000883,湖北能源,6.11,4.09,20348.04
2024-06-04 14:57:05,300476,胜宏科技,30.96,5.92,161410.56
2024-06-04 14:57:05,002463,沪电股份,33.62,0.51,122771.09
2024-06-04 14:57:05,300014,亿纬锂能,43.71,7.18,283484.25
2024-06-04 14:57:05,000400,许继电气,32.91,6.54,97791.99
2024-06-04 14:57:05,300001,特锐德,22.72,5.28,64227.05
2024-06-04 14:57:05,600875,东方电气,19.06,3.81,63865.51
2024-06-04 14:57:05,002028,思源电气,73.68,0.66,62204.52
2024-06-04 14:57:05,601126,四方股份,18.51,6.69,58971.93
2024-06-04 14:57:05,603530,神马电力,28.42,8.06,46691.67
2024-06-04 14:57:05,603606,东方电缆,49.6,4.38,42523.18
2024-06-04 14:57:05,000682,东方电子,12.29,4.24,39932.39
2024-06-04 14:57:05,301179,泽宇智能,20.18,14.01,35118.64
2024-06-04 14:57:05,603097,江苏华辰,33.24,4.27,31784.55
2024-06-04 14:57:05,002270,华明装备,22.64,1.84,21753.63
2024-06-04 14:57:05,300772,运达股份,11.05,5.14,21636.63
2024-06-04 14:57:05,301082,久盛电气,16.19,9.61,21329.61
2024-06-04 14:57:05,837046,亿能电力,9.75,26.62,13024.49
2024-06-04 14:57:05,000883,湖北能源,6.1,3.92,20377.54
2024-06-04 14:57:05,600795,国电电力,5.57,2.01,87968.34
2024-06-04 14:57:05,000883,湖北能源,6.11,4.09,20387.92
2024-06-04 14:57:05,300476,胜宏科技,30.92,5.78,161738.11
2024-06-04 14:57:05,300852,四会富仕,25.08,4.94,17061.25
